title,property_number,property_price,additional_cost,debt,built_year,size,rooms,bathrooms,bedrooms,shared_entrance,parking,elevator,laus_strax,price,price_per_sqm,property_type,property_address,latitude,longitude,description,url
Akralind til leigu 3,F2010001,207.500.000 kr.,203.300.000 kr.,0 kr.,Byggt 2000,350 m²,0 herb.,3 baðherb.,,,,,,950.000 kr.,2.714                                            þ.kr./m,atvinnuhúsnæði,201 Kópavogur,,,"Vinsamlegast bókið einkaskoðun. Fold fasteignasala s. 5521400, fold@fold.is kynnir til leigu: Glæsilegt og vandað 350 fm skrifstofuhúsnæði á tveimur hæð. Bilið er á 2. og 3. hæð. 2. hæð er 200fm með fimm skrifstofum. 3.hæð er 150fm með einnu stóru opnu skrifstofurými.  Nánari lýsing 2 hæð:  Anddyri  er með ljósum flísum.  Gestasnyrting  er með upphengdu salerni og stórum spegli.  Sýningasalur  með góðum hillum og viðarskápum. Innfelld lýsing í hillum. Ljósar flísar á gólfi.   Skrifstofurými  er með móttökuborði og tveim góðum skrifstofum þar fyrir innan. Góð innfelld lýsing í lofti. Gott parketlagt rými á hægri hönd með þremur vinnubásum og svo rúmgóð skrifstofa. Fundarherbergi og fataskápur.  Snyrting:  Upphengt salerni og sturtuaðstaða. Góð viðarinnrétting með innfelldri lýsingu. Þvottaherbergi  með hillum, vaski og tengingu fyrir þvottavél. Eldhús  er með ljósum flísum og góðri hvítlakkaðri innréttingu. Gott skápapláss. Skjalageymsla  er með góðum hillum og vinnuborðum.Teppalagður stigi er upp á: 3.hæð:  Opið skrifstofurými  með innfelldri lýsingu, fíltteppi á gólfi, kaffikrók með innréttingu og vaski.  Útgengt út á svalir.  Fatahengi. Eldhúskrókur  með hvítri innréttingu, innbyggðum ískáp. Gott skápapláss Glæsilegt og vel viðhaldið skrifstofu húsnæði í Lindunum, miðsvæðis á stór-Reykjavíkursvæðinu. Leiguverð 950.000+hiti og rafmagn. Fold fasteignasala, Sóltúni 20, 105 Reykjavík. fold@fold.is Vinsamlegast bókið einkaskoðun á fold@fold.is eða hjá sölumönnum: Sími  552 1400  / utan skrifstofutíma:  Viðar lgf.  694-1401 , Gústaf lgf.  895-7205 www.fold.is Við erum á  Facebook .",https://fasteignir.visir.is/property/348187
Síðumúli 23,F2015543,0 kr.,0 kr.,0 kr.,,90 m²,0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,108 Reykjavík,,,"Atvinnueign kynnir til leigu : 90 fm verslunarrými á jarðhæð við Síðumúla 23, Inngangur er frá Selmúla.  Um er að ræða 90 fm rými með sameign. Rýmið sjálft er um 55 fm en um 35 fm er hluti af sameign sem leigutaki hefur afnot af.  Hentar mjög vel fyrir þá sem eru að stíga sín fyrstu skref í verslunarrekstri, netverslanir og heildsölu.  Möguleiki er á að skipta rýminu í tvennt. Leiguverð er 315.000 kr   fyrir allt rýmið. Laust strax. VSK bætist við leiguverð.  Allar nánari upplýsingar veitir : Ólafur Ingi Guðmundsson , lögg. fasteignasali og leigumiðlari, í síma  847-7700  -  olafur@atvinnueign.is Á vefsíðu okkar getur þú fundið fleiri eignir sem og kynnt þér þjónustu Atvinnueigna ehf,  www.atvinnueign.is                         - Atvinnueignir eru okkar fag -",https://fasteignir.visir.is/property/624701
Hamraborg til leigu 1,F2061188,79.600.000 kr.,102.150.000 kr.,0 kr.,Byggt 1975,75 m²,0 herb.,,,Sameiginl. inngangur,,,,263.000 kr.,3.507                                            þ.kr./m,atvinnuhúsnæði,200 Kópavogur,64.11246948,-21.90553293,"Lind fasteignasala ehf kynnir til leigu 75 fm. skrifstofurými við Hamraborg 1, 200 Kópavogi. Um 75 fm. skrifstofurými á 4 hæð í lyftuhúsi við Hamraborg 1, Kópavogi.  Sameiginlegt eldhús á hæðinni ásamt sameiginlegum salernum.  Magnað útsýni. Laus frá 1 júlí 2024 Gott rými fyrir allt að 6 manns. Möguleiki að innrétta skrifstofu í rýminu ef það hentar leigjenda Leiga kr. 263.000 á mánuði. Ekki vsk húsnæði. Innifalið rafmagn, hiti og þrif á sameign. Nánari upplýsingar veitir Viðar Marinósson Löggiltur fasteignasali, í síma 898-4477, tölvupóstur vidar@fastlind.is.",https://fasteignir.visir.is/property/625110
Ármúli 19,,0 kr.,0 kr.,0 kr.,,66 m²,0 herb.,,,Sameiginl. inngangur,,,,Tilboð,,atvinnuhúsnæði,108 Reykjavík,64.13694089,-21.87881018,"Jöfur atvinnuhúsnæði   s. 534-1020   kynnir:  Til leigu 66 m² skrifstofurými í Ármúla 19. Laust STRAX. 66 m² skrifstofurými á annarri hæð laust á þessum vinsæla stað í Múlunum merkt nr. 3 á grunnmynd. Einnig er laust 200 m² geymslurými á jarðhæð byggingar með aðgengi í gegnum stigagang.  Hafðu samband við Axel Ólafsson í síma 661-2507, axel@jofur.is eða Ólaf Jóhannsson, löggiltan fasteignasala og leigumiðlara í síma 824-6703, olafur@jofur.is til að fá upplýsingar um eignina. Hafðu beint samband við starfsmenn Jöfurs: Bergsveinn Ólafsson  löggiltur fasteignasali - 863-5868 Helgi Már Karlsson  löggiltur fasteignasali - 897-7086 Ólafur Jóhannsson  löggiltur fasteignasali - 824-6703 Magnús Kristinsson  löggiltur fasteignasali - 861-0511 Kynntu þér fleiri eignir og þjónustu Jöfurs atvinnuhúsnæðis á  www.jofur.is",https://fasteignir.visir.is/property/625260
Bankastræti 5,F5157932,0 kr.,0 kr.,0 kr.,,90 m²,0 herb.,,,Sameiginl. inngangur,,Lyfta,,Tilboð,,atvinnuhúsnæði,101 Reykjavík,64.14694202,-21.93452264,"Jöfur atvinnuhúsnæði   s. 534-1020   kynnir:  Til leigu 90 m² skrifstofuhúsnæði með sameign á 3. hæð við Bankastræti 5 Reykjavík. Laust STRAX. Í þessari sögufrægu og fallegu byggingu í miðbænum er laus eitt tæplega 90 fm skrifstofurými á þriðju hæð byggingar, merkt 03-01-03 á grunnmynd hæðar. Gluggar vísa með fallegu útsýni yfir að Bankastræti. Glæsileg aðkoma er inn í húsið með veglegum stiga og steindum glugga sem gefur frá sér fallega birtu. Lyfta er í húsinu. Hafðu samband við Axel Ólafsson í síma 661-2507, axel@jofur.is eða Ólaf Jóhannsson, löggiltan fasteignasala og leigumiðlara í síma 824-6703, olafur@jofur.is til að fá upplýsingar um eignina. Hafðu beint samband við starfsmenn Jöfurs: Bergsveinn Ólafsson  löggiltur fasteignasali - 863-5868 Helgi Már Karlsson  löggiltur fasteignasali - 897-7086 Ólafur Jóhannsson  löggiltur fasteignasali - 824-6703 Magnús Kristinsson  löggiltur fasteignasali - 861-0511 Kynntu þér fleiri eignir og þjónustu Jöfurs atvinnuhúsnæðis á  www.jofur.is",https://fasteignir.visir.is/property/625267
Einhella 4,F5255823,0 kr.,0 kr.,0 kr.,,109 m²,1 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,221 Hafnarfjörður,64.03933809,-21.99579467,"Jöfur atvinnuhúsnæði   s. 534-1020   kynnir:  Til leigu nýtt 109 m² iðnaðar- og lagerhúsnæði á jarðhæð við Einhellu 4 í Hafnarfirði.  Húsnæðið er með 5 metra lofthæð og innkeyrsludyr eru 4 metra háar. Innan hvers rýmis er snyrting og tenging fyrir kaffistofuinnréttingu. Í húsinu eru 18 iðnaðarbil frá 83 -116 m². Möguleiki er á að leigja tvö eða fleiri bil saman og opna á milli rýma. Malbikuð bílastæði og verður hluti lóðar afgirtur með rafmagnshliði.  Við leiguverð bætist virðisaukaskattur. Hafðu samband við Axel Ólafsson í síma 661-2507, axel@jofur.is eða Ólaf Jóhannsson, löggiltan fasteignasala og leigumiðlara í síma 824-6703, olafur@jofur.is til að fá upplýsingar um eignina. Hafðu beint samband við starfsmenn Jöfurs: Bergsveinn Ólafsson  löggiltur fasteignasali - 863-5868 Helgi Már Karlsson  löggiltur fasteignasali - 897-7086 Ólafur Jóhannsson  löggiltur fasteignasali - 824-6703 Magnús Kristinsson  löggiltur fasteignasali - 861-0511 Kynntu þér fleiri eignir og þjónustu Jöfurs atvinnuhúsnæðis á  www.jofur.is",https://fasteignir.visir.is/property/625268
Einhella 4,F5253674,0 kr.,0 kr.,0 kr.,,200 m²,1 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,221 Hafnarfjörður,64.03933809,-21.99579467,"Jöfur atvinnuhúsnæði   s. 534-1020   kynnir:  Til leigu nýtt um 215 m² iðnaðar- og lagerhúsnæði á jarðhæð   hæð við Einhellu 4 í Hafnarfirði.  Húsnæðið er með 5 metra lofthæð og 2 innkeyrsludyr sem eru 4 metra háar. Innan rýmis er snyrting og tenging fyrir kaffistofuinnréttingu. Í húsinu eru 18 iðnaðarbil frá 83 -116 m². Möguleiki er á að leigja tvö eða fleiri bil saman og opna á milli rýma. Malbikuð bílastæði og verður hluti lóðar afgirtur með rafmagnshliði.  Við leiguverð bætist virðisaukaskattur. Hafðu samband við Axel Ólafsson í síma 661-2507, axel@jofur.is eða Ólaf Jóhannsson, löggiltan fasteignasala og leigumiðlara í síma 824-6703, olafur@jofur.is til að fá upplýsingar um eignina. Hafðu beint samband við starfsmenn Jöfurs: Bergsveinn Ólafsson  löggiltur fasteignasali - 863-5868 Helgi Már Karlsson  löggiltur fasteignasali - 897-7086 Ólafur Jóhannsson  löggiltur fasteignasali - 824-6703 Magnús Kristinsson  löggiltur fasteignasali - 861-0511 Kynntu þér fleiri eignir og þjónustu Jöfurs atvinnuhúsnæðis á  www.jofur.is",https://fasteignir.visir.is/property/625271
Einhella 4,F5248196,0 kr.,0 kr.,0 kr.,,83 m²,1 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,221 Hafnarfjörður,64.03933809,-21.99579467,"Jöfur atvinnuhúsnæði   s. 534-1020   kynnir:  Til leigu nýtt 83 m² iðnaðar- og lagerhúsnæði á jarðhæð  hæð við Einhellu 4 í Hafnarfirði.  Húsnæðið er með 5 metra lofthæð og innkeyrsludyr eru 4 metra háar. Innan hvers rýmis er snyrting og tenging fyrir kaffistofuinnréttingu. Í húsinu eru 18 iðnaðarbil frá 83 -116 m². Möguleiki er á að leigja tvö eða fleiri bil saman og opna á milli rýma. Malbikuð bílastæði og verður hluti lóðar afgirtur með rafmagnshliði.  Við leiguverð bætist virðisaukaskattur. Hafðu samband við Axel Ólafsson í síma 661-2507, axel@jofur.is eða Ólaf Jóhannsson, löggiltan fasteignasala og leigumiðlara í síma 824-6703, olafur@jofur.is til að fá upplýsingar um eignina. Hafðu beint samband við starfsmenn Jöfurs: Bergsveinn Ólafsson  löggiltur fasteignasali - 863-5868 Helgi Már Karlsson  löggiltur fasteignasali - 897-7086 Ólafur Jóhannsson  löggiltur fasteignasali - 824-6703 Magnús Kristinsson  löggiltur fasteignasali - 861-0511 Kynntu þér fleiri eignir og þjónustu Jöfurs atvinnuhúsnæðis á  www.jofur.is",https://fasteignir.visir.is/property/625274
Fellsmúli 26,F5953123,0 kr.,0 kr.,0 kr.,Byggt 1970,95 m²,0 herb.,,,Sameiginl. inngangur,,Lyfta,,Tilboð,,atvinnuhúsnæði,108 Reykjavík,64.13026504,-21.8759857,"Jöfur atvinnuhúsnæði   s. 534-1020   kynnir:  Til leigu 78 m² til 95 m² skrifstofurými í Fellsmúla 26. Laust STRAX. Um er að ræða 3 einingar á 2. hæð. Vel staðsett og uppgert á áberandi stað á höfuðborgarsvæðinu. Að innan er allur frágangur hinn vandaðasti. Rými sem koma til greina eru eftirfarandi: 78 m², 81 m² og 95 m². Sameiginleg kaffi- og salernisaðstaða með sturtu er staðsett á 2. og 4. hæð hússins. VSK húsnæði. Hafðu samband við Axel Ólafsson í síma 661-2507, axel@jofur.is eða Ólaf Jóhannsson, löggiltan fasteignasala og leigumiðlara í síma 824-6703, olafur@jofur.is til að fá upplýsingar um eignina. Hafðu beint samband við starfsmenn Jöfurs: Bergsveinn Ólafsson  löggiltur fasteignasali - 863-5868 Helgi Már Karlsson  löggiltur fasteignasali - 897-7086 Ólafur Jóhannsson  löggiltur fasteignasali - 824-6703 Magnús Kristinsson  löggiltur fasteignasali - 861-0511 Kynntu þér fleiri eignir og þjónustu Jöfurs atvinnuhúsnæðis á  www.jofur.is",https://fasteignir.visir.is/property/625275
Höfðabakki 9,F3159235,0 kr.,0 kr.,0 kr.,,440 m²,1 herb.,,,,,Lyfta,,Tilboð,,atvinnuhúsnæði,110 Reykjavík,64.12507567,-21.80969122,"Jöfur atvinnuhúsnæði   s. 534-1020   kynnir:  Til leigu 440 m² bjart atvinnuhúsnæði á jarðhæð við Höfðabakka 9 í Reykjavík. Afhending við undirritun. Virkilega fallegt verslunar/skrifstofuhúsnæði með ýmsa notkunarmöguleika, nú innréttað sem veitingastaður. Eigandi getur endurnýjað rýmið þannig að það henti nýrri starfsemi. Vsk húsnæði. Hafðu samband við Axel Ólafsson í síma 661-2507, axel@jofur.is eða Ólaf Jóhannsson, löggiltan fasteignasala og leigumiðlara í síma 824-6703, olafur@jofur.is til að fá upplýsingar um eignina. Hafðu beint samband við starfsmenn Jöfurs: Bergsveinn Ólafsson  löggiltur fasteignasali - 863-5868 Helgi Már Karlsson  löggiltur fasteignasali - 897-7086 Ólafur Jóhannsson  löggiltur fasteignasali - 824-6703 Magnús Kristinsson  löggiltur fasteignasali - 861-0511 Kynntu þér fleiri eignir og þjónustu Jöfurs atvinnuhúsnæðis á  www.jofur.is",https://fasteignir.visir.is/property/625280
Klapparstígur 25-27,F5128532,0 kr.,0 kr.,0 kr.,,126 m²,0 herb.,,,Sameiginl. inngangur,,,,Tilboð,,atvinnuhúsnæði,101 Reykjavík,,,"Jöfur atvinnuhúsnæði   s. 534-1020   kynnir:  Til leigu 126 m²  skrifstofurými á 4. hæð við Klapparstíg 25-27 í miðbæ Reykjavíkur. Fljótlega losnar í þessari sögufrægu og fallegu byggingu á horni Klapparstígs og Hverfisgötu 28 m² skrifstofa á annarri hæð, merkt nr. 4b á grunnmynd hæðar og þá einnig 126 m² skrifstofurými merkt nr. 8 og 9 á grunnmynd fjórðu hæðar. Hafðu samband við Axel Ólafsson í síma 661-2507, axel@jofur.is eða Ólaf Jóhannsson, löggiltan fasteignasala og leigumiðlara í síma 824-6703, olafur@jofur.is til að fá upplýsingar um eignina. Hafðu beint samband við starfsmenn Jöfurs: Bergsveinn Ólafsson  löggiltur fasteignasali - 863-5868 Helgi Már Karlsson  löggiltur fasteignasali - 897-7086 Ólafur Jóhannsson  löggiltur fasteignasali - 824-6703 Magnús Kristinsson  löggiltur fasteignasali - 861-0511 Kynntu þér fleiri eignir og þjónustu Jöfurs atvinnuhúsnæðis á  www.jofur.is",https://fasteignir.visir.is/property/625281
Laugavegur 83,F2005362,0 kr.,0 kr.,0 kr.,,155 m²,0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,101 Reykjavík,,,"Atvinnueign kynnir til leigu:  155 m² verslunarhúsnæði við Laugaveg 83 í 101 Reykjavík.  Húsnæðið skiptist í 105 fm verslunarrými á jarðhæð og u.þ.b. 55 fm lager í kjallara með salerni. Stórir verslunargluggar. Laust samkvæmt samkomulagi. Allar nánari upplýsingar á og utan opnunartíma veitir:  Halldór Már Sverrisson  löggiltur fasteignasali í síma  898 5599  eða  halldor@atvinnueign.is  Á vefsíðu okkar getur þú fundið fleiri eignir sem og kynnt þér þjónustu Atvinnueigna ehf,   www.atvinnueign.is                     - Atvinnueignir eru okkar fag -",https://fasteignir.visir.is/property/625399
Lágmúli 4,,0 kr.,0 kr.,0 kr.,,52 m²,2 herb.,,,Sameiginl. inngangur,,Lyfta,,Tilboð,,atvinnuhúsnæði,108 Reykjavík,64.13911967,-21.89240085,"Jöfur atvinnuhúsnæði   s. 534-1020   kynnir:  Til leigu 52 m² skrifstofurými á 2. hæð í lyftuhúsi við Lágmúla 4 í Reykjavík. Laust strax! Húsnæðið er án vsk. Um er að ræða skrifstofurými á annari hæð. Rýmið er 35,8 m² + 16,2   m² í sameign. Fjöldi bílastæða er við húsið. Í sameign eru þrjú salerni og setustofa. Hafðu samband við Axel Ólafsson í síma 661-2507, axel@jofur.is eða Ólaf Jóhannsson, löggiltan fasteignasala og leigumiðlara í síma 824-6703, olafur@jofur.is til að fá upplýsingar um eignina.   Hafðu beint samband við starfsmenn Jöfurs: Bergsveinn Ólafsson  löggiltur fasteignasali - 863-5868 Helgi Már Karlsson  löggiltur fasteignasali - 897-7086 Ólafur Jóhannsson  löggiltur fasteignasali - 824-6703 Magnús Kristinsson  löggiltur fasteignasali - 861-0511 Kynntu þér fleiri eignir og þjónustu Jöfurs atvinnuhúsnæðis á  www.jofur.is",https://fasteignir.visir.is/property/625370
Stórhöfði 25,F2248687,0 kr.,0 kr.,0 kr.,Byggt 2000,325 m²,0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,110 Reykjavík,,,"Atvinnueign kynnir til leigu:  325 fm. lager- og iðnaðarhúsnæði, við Stórhöfða 25 í Reykjavík.  Um er að ræða gott lager- og iðnaðarhúsnæði með góðri iðnaðarhurð. Umrætt leigurými er staðsett bakatil í byggingunni.  Laust eftir samkomulagi. VSK bætist við leiguverð.  Nánari upplýsingar veitir: Ólafur Ingi Guðmundsson , löggiltur fasteignasali og leigumiðlari í síma  847-7700  eða  olafur@atvinnueign.is Á vefsíðu okkar getur þú fundið fleiri eignir sem og kynnt þér þjónustu Atvinnueignar ehf,  www.atvinnueign.is                     - Atvinnueignir eru okkar fag -",https://fasteignir.visir.is/property/625651
Stórhöfði 25,F2248687,0 kr.,0 kr.,0 kr.,Byggt 2000,325 m²,0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,110 Reykjavík,64.1281316,-21.80537915,"Croisette Real Estate Partner kynnir TIL LEIGU - Stórhöfði 25 . Fljótlega getur losnað í kringum 325 fm lager- og iðnaðarhúsnæði með góðri iðnaðarhurð. Umrætt leigurými er staðsett bakatil í byggingunni. Nánari upplýsingar veitir:  Davíð Ólafsson, Sölustjóri - atvinnueignir, í síma 766-6633 , tölvupóstur david@croisette.is. Um skoðunar- og aðgæsluskyldu: Í húsaleigulögum nr. 36/1994 er kveðið á um heimild aðila kalla til skoðunaraðila til úttektar á húsnæðinu fyrir afhendingu. Croisette real estare partner bendir væntanlegum leigjendum á að kynna sér vel ástand fasteigna við skoðun og fyrir tilboðsgerð og ef þurfa þykir að leita til sérfræðinga um nánari ástandsskoðun. Í tilfelli atvinnuhúsnæðis er ríkari heimild aðila að semja sig frá lögum og gildir þá ákvæði leigusamnings ef til ágreinnings kemur.",https://fasteignir.visir.is/property/625435
Bíldshöfði 16,F2043214,0 kr.,0 kr.,0 kr.,,250 m²,0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,110 Reykjavík,,,"Atvinnueign kynnir:  Til leigu 40-500 fm skrifstofurými, að meðtalinni sameign, í skrifstofukjarna við Bíldshöfða í Reykjavík. Húsnæðið er á 3. hæð (hægt að ganga inn um inngang 2. hæð). Í sameign eru salerni, fundarherbergi og kaffiaðstaða. Hægt er að leigja til skemmri eða lengri tíma, farið er fram á þriggja mánaða tryggingu. Húsnæðið er í standsetningu en rýmin skilast fullbúin. Ekki virðisaukaskattur á leigu. Laust eftir samkomulagi. Nánari upplýsingar veitir:  Davíð Jens Guðlaugsson , löggiltur leigumiðlari í síma  846-7495  eða  david@atvinnueign.is Á vefsíðu okkar getur þú fundið fleiri eignir sem og kynnt þér þjónustu  Atvinnueignar ehf ,  www.atvinnueign.is -  Atvinnueignir eru okkar fag -",https://fasteignir.visir.is/property/625788
Smiðjuvegur 74,F2273851,91.500.000 kr.,141.450.000 kr.,0 kr.,Byggt 2005,"306,1 m²",1 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,200 Kópavogur,64.11225277,-21.84591932,"Tröð og Leigulistinn s. 511-2900 kynna gott verslunarhúsnæði á Smiðjuvegi í Kópavogi til leigu: Vorum að fá í einkaleigu gott 306m² nýlegt verslunarhúnæði á Smiðjuvegi til leigu og afhendingar fljótlega. Um er að ræða eitt opið rými með dúk á gólfum, flúrósent lýsingu í loftum og góðum gluggum að götu.  Sér kaffiaðstaða og snyrting í rými.  Húsnæðið er með þæginlegri aðkomu og með bílastæðum beint við inngang.  Hentar vel sérverslunum, heildverslunum, þjónustufyrirtækum, eða snyrtilegum og léttum iðnaði.  Áhugasamir hafið samband við sölumenn okkar í s. 511-2900 og pantið skoðun. trod.is .................. slóðin að réttu eigninni.",https://fasteignir.visir.is/property/456225
